OBJID,RA,DEC,NH,ENERGY_SLOPE,ENERGY_SLOPE_ERROR,EXPOSURE_TIME,NUFNU_3000EV,NUFNU_ERROR_3000EV,NUFNU_500EV,NUFNU_ERROR_500EV,UPPER_LIMIT_500EV,NUFNU_1500EV,NUFNU_ERROR_1500EV,UPPER_LIMIT_1500EV,NUFNU_4500EV,NUFNU_ERROR_4500EV,UPPER_LIMIT_4500EV,COUNTRATES_300_10000EV,COUNTRATES_ERROR_300_10000EV,COUNTRATES_300_1000EV,COUNTRATES_ERROR_300_1000EV,UPPER_LIMIT_300_1000EV,COUNTRATES_1000_2000EV,COUNTRATES_ERROR_1000_2000EV,UPPER_LIMIT_1000_2000EV,COUNTRATES_2000_10000EV,COUNTRATES_ERROR_2000_10000EV,UPPER_LIMIT_2000_10000EV,RUNID
2131,57.1778,-1.09795,9.56e+20,0.8,-999/-999,42501.6,1.24299e-14,3.3324e-15,1.0408e-14,4.57889e-15,-999,1.02394e-14,4.5047e-15,-999,1.16048e-14,5.63085e-15,-999,0.000746,0.0002,0.0002664,0.0001172,-999,0.0002664,0.0001172,-999,0.0002131,0.0001034,-999,284_57_0
2139,-23.3061,0.86978,4.51e+20,0.8,-999/-999,4413.6,1.87837e-13,2.9122e-14,9.90036e-14,3.01182e-14,-999,2.25565e-13,5.13124e-14,-999,1.68291e-13,5.4026e-14,-999,0.0129,0.002,0.00356,0.001083,-999,0.006229,0.001417,-999,0.003115,0.001,-999,285_336_0
2140,-23.4198,0.817013,4.49e+20,0.8,-999/-999,4706,3.01226e-14,1.19326e-14,4.10704e-14,1.87524e-14,-999,2.14183e-14,1.57162e-14,-999,2.70071e-14,-4.42573e-11,1.05619e-13,0.00207,0.00082,0.001479,0.0006753,-999,0.0005916,0.0004341,-999,0.0004999,-0.8192,0.001955,285_336_0
2141,-23.3129,0.755212,4.52e+20,0.8,-999/-999,4374.2,2.79648e-14,1.22346e-14,3.81828e-14,-2.33549e-11,8.82211e-14,5.21525e-14,2.6366e-14,-999,2.5933e-14,2.26913e-14,-999,0.00192,0.00084,0.001372,-0.8392,0.00317,0.00144,0.000728,-999,0.00048,0.00042,-999,285_336_0
2142,-23.4337,0.785637,4.49e+20,0.8,-999/-999,4896.6,4.3365e-14,1.39699e-14,4.59577e-14,2.07351e-14,-999,3.59578e-14,2.12409e-14,-999,1.78877e-14,1.75743e-14,-999,0.00298,0.00096,0.001655,0.0007467,-999,0.0009932,0.0005867,-999,0.0003311,0.0003253,-999,285_336_0
2157,45.9211,-0.951359,6.28e+20,0.8,-999/-999,39336.7,5.39757e-15,2.14676e-15,4.75607e-15,2.86814e-15,-999,5.57998e-15,3.365e-15,-999,2.72456e-15,2.80637e-15,-999,0.000352,0.00014,0.0001509,9.1e-05,-999,0.0001509,9.1e-05,-999,5.029e-05,5.18e-05,-999,286_46_-1
2185,39.5901,-1.2018,3.08e+20,0.8,-999/-999,161234,2.04374e-15,6.9515e-16,2.37651e-15,9.95982e-16,-999,1.36502e-15,-1.77837e-12,2.03756e-15,2.79708e-15,1.60257e-15,-999,0.000147,5e-05,9.511e-05,3.986e-05,-999,3.834e-05,-0.04995,5.723e-05,5.189e-05,2.973e-05,-999,287_39_-1
2228,39.5764,-1.4777,3.06e+20,0.8,-999/-999,151033,3.22318e-15,9.03045e-16,1.54359e-15,8.40781e-16,-999,3.30206e-15,1.45686e-15,-999,4.16994e-15,2.03322e-15,-999,0.000232,6.5e-05,6.187e-05,3.37e-05,-999,9.277e-05,4.093e-05,-999,7.736e-05,3.772e-05,-999,287_39_-1
2251,17.6044,-0.391872,3.11e+20,0.8,-999/-999,17399.2,1.61437e-14,4.45344e-15,1.45236e-14,5.70275e-15,-999,1.23905e-14,6.35728e-15,-999,1.2501e-14,7.62784e-15,-999,0.00116,0.00032,0.0005799,0.0002277,-999,0.0003479,0.0001785,-999,0.0002319,0.0001415,-999,288_17_0
2252,17.6065,-0.400116,3.12e+20,0.8,-999/-999,17363.1,8.26967e-15,3.4805e-15,2.9776e-15,2.87985e-15,-999,8.46331e-15,5.77756e-15,-999,1.28085e-14,8.74388e-15,-999,0.000594,0.00025,0.0001188,0.0001149,-999,0.0002376,0.0001622,-999,0.0002376,0.0001622,-999,288_17_0
2257,17.5743,-0.431329,3.23e+20,0.8,-999/-999,14986.8,1.0368e-14,4.1919e-15,1.40667e-14,6.63521e-15,-999,6.61604e-15,5.3499e-15,-999,1.91998e-14,-1.61589e-11,6.60483e-14,0.000742,0.0003,0.0005565,0.0002625,-999,0.0001855,0.00015,-999,0.0003561,-0.2997,0.001225,288_17_0
2261,17.4113,-0.292399,3.3e+20,0.8,-999/-999,11220.5,1.6247e-14,6.44276e-15,4.21093e-15,4.40153e-15,-999,1.18332e-14,-1.64023e-11,3.90157e-14,5.3621e-14,2.28741e-14,-999,0.00116,0.00046,0.0001657,0.0001732,-999,0.0003315,-0.4595,0.001093,0.0009944,0.0004242,-999,288_17_0
2262,17.4096,-0.249088,3.13e+20,0.8,-999/-999,10986,3.39794e-14,8.91264e-15,1.83582e-14,8.69628e-15,-999,3.47583e-14,1.42496e-14,-999,3.9456e-14,1.86903e-14,-999,0.00244,0.00064,0.0007319,0.0003467,-999,0.0009757,0.0004,-999,0.0007319,0.0003467,-999,288_17_0
2263,-49.9616,-0.870908,5.93e+20,1.683,+0.02/-0.02,36690.1,1.92363e-12,1.92363e-14,5.87377e-12,7.88195e-14,-999,3.55522e-12,6.08886e-14,-999,1.43082e-12,4.18865e-14,-999,0.3,0.003,0.1597,0.002143,-999,0.1051,0.0018,-999,0.03515,0.001029,-999,289_309_0
2264,-49.9139,-0.933928,5.9e+20,0.8,-999/-999,36669.7,1.2334e-14,3.0342e-15,1.32874e-14,-6.13406e-12,1.37479e-14,4.98816e-15,2.98185e-15,-999,3.66832e-14,9.7461e-15,-999,0.000813,0.0002,0.0004328,-0.1998,0.0004478,0.0001355,8.1e-05,-999,0.0006775,0.00018,-999,289_309_0
2265,-49.8918,-0.920649,5.85e+20,0.8,-999/-999,37723.8,1.08019e-14,2.8785e-15,3.11763e-15,2.15909e-15,-999,1.3116e-14,4.99254e-15,-999,1.37897e-14,5.87971e-15,-999,0.000713,0.00019,0.0001019,7.057e-05,-999,0.0003565,0.0001357,-999,0.0002547,0.0001086,-999,289_309_0
2266,-49.9829,-0.788648,5.89e+20,0.8,-999/-999,36440.4,6.77965e-15,2.42672e-15,9.59977e-15,4.12339e-15,-999,1.64532e-15,1.86101e-15,-999,4.84156e-15,3.81174e-15,-999,0.000447,0.00016,0.0003129,0.0001344,-999,4.47e-05,5.056e-05,-999,8.942e-05,7.04e-05,-999,289_309_0
2267,-49.8973,-0.948072,5.88e+20,0.8,-999/-999,35794,1.36164e-14,3.33586e-15,1.48267e-14,4.88398e-15,-999,5.08631e-15,3.07129e-15,-999,1.49597e-14,6.57296e-15,-999,0.000898,0.00022,0.0004836,0.0001593,-999,0.0001382,8.345e-05,-999,0.0002763,0.0001214,-999,289_309_0
2268,-49.9678,-0.965184,6.03e+20,0.8,-999/-999,37902.3,1.70542e-14,3.50221e-15,6.94239e-15,3.18774e-15,-999,1.81727e-14,5.57828e-15,-999,2.18411e-14,7.53852e-15,-999,0.00112,0.00023,0.0002241,0.0001029,-999,0.0004929,0.0001513,-999,0.0004033,0.0001392,-999,289_309_0
2269,-50.0174,-0.943351,6.1e+20,0.8,-999/-999,36326.1,8.25404e-15,2.74626e-15,3.60797e-15,2.61492e-15,-999,5.70474e-15,3.5424e-15,-999,1.46508e-14,6.82441e-15,-999,0.000541,0.00018,0.0001159,8.4e-05,-999,0.0001546,9.6e-05,-999,0.0002705,0.000126,-999,289_309_0
2270,-50.0607,-0.882382,6.12e+20,0.8,-999/-999,37585.4,7.48034e-15,2.59522e-15,5.09055e-15,3.13912e-15,-999,6.02724e-15,3.71674e-15,-999,8.84498e-15,5.45431e-15,-999,0.00049,0.00017,0.0001633,0.0001007,-999,0.0001633,0.0001007,-999,0.0001633,0.0001007,-999,289_309_0
2271,-49.8473,-0.810954,5.7e+20,0.8,-999/-999,38119,7.42182e-15,2.4136e-15,5.95832e-15,3.0276e-15,-999,1.80692e-15,1.88515e-15,-999,1.33155e-14,6.1327e-15,-999,0.000492,0.00016,0.0001968,0.0001,-999,4.92e-05,5.133e-05,-999,0.000246,0.0001133,-999,289_309_0
2272,-49.8385,-0.801459,5.69e+20,0.8,-999/-999,39138.9,7.96277e-15,2.56377e-15,4.35672e-15,2.67454e-15,-999,1.05759e-14,4.49477e-15,-999,5.19565e-15,4.0487e-15,-999,0.000528,0.00017,0.000144,8.84e-05,-999,0.000288,0.0001224,-999,9.599e-05,7.48e-05,-999,289_309_0
2273,-50.0614,-0.807025,6.05e+20,0.8,-999/-999,37901.4,6.82573e-15,2.43776e-15,4.63469e-15,2.80532e-15,-999,1.83542e-15,1.97555e-15,-999,1.34799e-14,6.40689e-15,-999,0.000448,0.00016,0.0001494,9.043e-05,-999,4.977e-05,5.357e-05,-999,0.0002489,0.0001183,-999,289_309_0
2274,-49.872,-0.968794,5.85e+20,0.8,-999/-999,35486.5,7.9083e-15,2.727e-15,9.12649e-15,4.25576e-15,-999,2.74387e-15,2.49848e-15,-999,8.07242e-15,5.31556e-15,-999,0.000522,0.00018,0.0002983,0.0001391,-999,7.458e-05,6.791e-05,-999,0.0001491,9.818e-05,-999,289_309_0
2275,-50.0488,-0.782819,6.01e+20,0.8,-999/-999,39314.6,6.0876e-15,2.28285e-15,9.6245e-15,4.21981e-15,-999,1.6381e-15,1.88507e-15,-999,2.4066e-15,2.76944e-15,-999,0.0004,0.00015,0.0003111,0.0001364,-999,4.444e-05,5.114e-05,-999,4.444e-05,5.114e-05,-999,289_309_0
2276,-49.8273,-0.805027,5.68e+20,0.8,-999/-999,37425.2,6.98065e-15,2.56309e-15,3.22899e-15,2.56989e-15,-999,6.5393e-15,4.01317e-15,-999,9.63984e-15,5.91597e-15,-999,0.000463,0.00017,0.0001068,8.5e-05,-999,0.0001781,0.0001093,-999,0.0001781,0.0001093,-999,289_309_0
2277,-50.0893,-0.869985,6.17e+20,0.8,-999/-999,39343.6,8.1174e-15,2.59879e-15,3.32194e-15,2.43734e-15,-999,3.92197e-15,2.87759e-15,-999,1.72579e-14,7.29101e-15,-999,0.000531,0.00017,0.0001062,7.792e-05,-999,0.0001062,7.792e-05,-999,0.0003186,0.0001346,-999,289_309_0
2278,-49.8094,-0.843621,5.7e+20,0.8,-999/-999,38607.2,1.19171e-14,3.017e-15,7.03614e-15,3.21834e-15,-999,1.02392e-14,4.35938e-15,-999,1.50909e-14,6.42499e-15,-999,0.00079,0.0002,0.0002324,0.0001063,-999,0.0002788,0.0001187,-999,0.0002788,0.0001187,-999,289_309_0
2279,-50.0711,-0.781408,6.05e+20,0.8,-999/-999,37480.7,7.25234e-15,2.59012e-15,7.38324e-15,3.65129e-15,-999,1.75539e-15,1.95306e-15,-999,1.03117e-14,5.66493e-15,-999,0.000476,0.00017,0.000238,0.0001177,-999,4.76e-05,5.296e-05,-999,0.0001904,0.0001046,-999,289_309_0
2280,-49.9829,-1.01682,6.11e+20,0.8,-999/-999,38346.1,1.08506e-14,2.89959e-15,1.10742e-14,-5.91246e-12,9.75026e-15,1.3994e-14,5.14073e-15,-999,1.79713e-14,7.20368e-15,-999,0.000711,0.00019,0.0003555,-0.1898,0.000313,0.0003792,0.0001393,-999,0.0003318,0.000133,-999,289_309_0
2281,-50.0427,-0.988994,6.19e+20,0.8,-999/-999,39118.5,1.45924e-14,3.36512e-15,1.59403e-14,5.0524e-15,-999,9.39728e-15,4.06329e-15,-999,1.03354e-14,5.16393e-15,-999,0.000954,0.00022,0.0005089,0.0001613,-999,0.0002544,0.00011,-999,0.0001908,9.533e-05,-999,289_309_0
2282,-49.8187,-0.763883,5.65e+20,0.838,+0.21/-0.17,27319.4,4.63739e-14,6.87563e-15,5.14859e-14,-1.42949e-11,1.48368e-14,6.47348e-14,1.28408e-14,-999,7.50572e-14,1.67847e-14,-999,0.00317,0.00047,0.001691,-0.4695,0.0004873,0.001769,0.0003509,-999,0.001401,0.0003133,-999,289_309_0
2283,-50.1122,-0.857371,6.2e+20,0.8,-999/-999,38078.5,7.7724e-15,2.754e-15,5.30671e-15,3.29123e-15,-999,2.08506e-15,2.24429e-15,-999,1.52922e-14,7.31295e-15,-999,0.000508,0.00018,0.0001693,0.000105,-999,5.644e-05,6.075e-05,-999,0.0002823,0.000135,-999,289_309_0
2284,-49.9096,-1.0304,5.99e+20,0.8,-999/-999,38234.9,1.24874e-14,3.1941e-15,5.43425e-15,3.02761e-15,-999,1.29682e-14,5.15928e-15,-999,1.58774e-14,6.82315e-15,-999,0.000821,0.00021,0.0001759,9.8e-05,-999,0.0003519,0.00014,-999,0.0002932,0.000126,-999,289_309_0
2285,-50.1135,-0.887193,6.23e+20,0.8,-999/-999,39081,8.05464e-15,2.60321e-15,1.28498e-14,4.67381e-15,-999,8.33011e-15,-6.2753e-12,1.42728e-14,6.33282e-15,4.22116e-15,-999,0.000526,0.00017,0.0004091,0.0001488,-999,0.0002254,-0.1698,0.0003862,0.0001169,7.792e-05,-999,289_309_0
2286,-50.0447,-1.01751,6.22e+20,0.8,-999/-999,28441.3,2.00535e-14,4.74548e-15,1.64536e-14,6.19285e-15,-999,3.22702e-15,2.86378e-15,-999,3.78554e-14,1.22158e-14,-999,0.00131,0.00031,0.0005242,0.0001973,-999,8.733e-05,7.75e-05,-999,0.0006988,0.0002255,-999,289_309_0
2287,-49.8021,-0.981872,5.8e+20,0.8,-999/-999,27139.8,3.47944e-14,6.20248e-15,2.13423e-14,6.79905e-15,-999,4.04459e-14,1.03137e-14,-999,2.7068e-14,1.05132e-14,-999,0.0023,0.00041,0.0007,0.000223,-999,0.0011,0.0002805,-999,0.0005,0.0001942,-999,289_309_0
2288,-49.8858,-1.04479,5.96e+20,0.8,-999/-999,35978,7.68968e-15,2.88743e-15,1.21316e-14,5.20719e-15,-999,2.07109e-15,2.30723e-15,-999,3.04431e-15,3.39141e-15,-999,0.000506,0.00019,0.0003935,0.0001689,-999,5.622e-05,6.263e-05,-999,5.622e-05,6.263e-05,-999,289_309_0
2289,-20.5994,-1.07239,4.29e+20,0.8,-999/-999,6405.2,3.21056e-14,1.0268e-14,1.21496e-14,8.7428e-15,-999,3.20764e-14,1.6412e-14,-999,4.79645e-14,2.45412e-14,-999,0.00222,0.00071,0.000444,0.0003195,-999,0.0008881,0.0004544,-999,0.0008881,0.0004544,-999,290_339_-1
2290,-20.581,-0.967903,4.36e+20,0.8,-999/-999,6477.7,2.36236e-14,8.98566e-15,8.96728e-15,-1.70378e-11,7.40213e-14,2.94642e-14,1.58654e-14,-999,4.4026e-14,2.37063e-14,-999,0.00163,0.00062,0.000326,-0.6194,0.002691,0.0008151,0.0004389,-999,0.0008151,0.0004389,-999,290_339_-1
2291,-20.7294,-1.0966,4.3e+20,0.8,-999/-999,5824.4,3.35611e-14,1.12835e-14,1.81529e-14,1.11727e-14,-999,3.59089e-14,1.79888e-14,-999,3.58019e-14,2.20353e-14,-999,0.00232,0.00078,0.0006629,0.000408,-999,0.0009941,0.000498,-999,0.0006629,0.000408,-999,290_339_-1
2295,-36.9491,0.222529,3.64e+20,0.8,-999/-999,1761.3,1.11329e-12,1.00564e-13,1.50296e-12,1.57571e-13,-999,6.26142e-13,1.191e-13,-999,1.88508e-13,8.15215e-14,-999,0.0786,0.0071,0.05764,0.006043,-999,0.01747,0.003323,-999,0.003494,0.001511,-999,292_323_0
2296,-36.981,0.385261,3.71e+20,0.8,-999/-999,1485,6.1615e-14,2.98137e-14,8.34328e-14,-5.49928e-11,1.87992e-13,1.16757e-13,6.61084e-14,-999,5.85444e-14,5.7789e-14,-999,0.00434,0.0021,0.003183,-2.098,0.007172,0.003255,0.001843,-999,0.001085,0.001071,-999,292_323_0
2297,30.0988,0.0954458,2.3e+20,0.8,-999/-999,841.4,1.02016e-13,5.0061e-14,5.90907e-14,5.05081e-14,-999,1.77252e-13,1.07374e-13,-999,0,-1.98985e-10,8.94788e-13,0.00754,0.0037,0.002513,0.002148,-999,0.005025,0.003044,-999,0,-3.696,0.01662,29_29_0
2298,-20.3169,1.13909,5.46e+20,0.8,-999/-999,3975.2,2.27711e-13,3.14601e-14,1.681e-13,3.83114e-14,-999,2.06804e-13,4.71325e-14,-999,2.11504e-13,5.8652e-14,-999,0.0152,0.0021,0.005647,0.001287,-999,0.005647,0.001287,-999,0.003909,0.001084,-999,294_339_1
2299,-20.2847,1.22619,5.49e+20,0.8,-999/-999,3805.9,3.26869e-14,1.37945e-14,2.60216e-14,1.73109e-14,-999,4.79186e-14,2.59266e-14,-999,3.03395e-14,-4.97325e-11,1.55837e-13,0.00218,0.00092,0.0008723,0.0005803,-999,0.001308,0.0007077,-999,0.0005607,-0.9191,0.00288,294_339_1
2300,54.516,1.31845,7.29e+20,0.8,-999/-999,9545.5,8.44522e-14,1.38653e-14,6.02721e-14,1.73223e-14,-999,8.69383e-14,2.16803e-14,-999,6.78287e-14,2.30781e-14,-999,0.00536,0.00088,0.001786,0.0005133,-999,0.002323,0.0005793,-999,0.00125,0.0004253,-999,295_54_1
2301,54.4824,1.28274,7.27e+20,0.8,-999/-999,9897.7,1.84252e-14,7.24408e-15,4.9306e-15,5.42602e-15,-999,1.89737e-14,-1.71927e-11,3.6069e-14,5.55643e-14,2.32947e-14,-999,0.00117,0.00046,0.0001463,0.000161,-999,0.0005071,-0.4595,0.000964,0.001024,0.0004293,-999,295_54_1
2302,54.549,1.40351,7.38e+20,0.8,-999/-999,9905.5,2.40054e-14,7.8965e-15,2.86631e-14,1.25374e-14,-999,1.89835e-14,1.08574e-14,-999,9.16637e-15,8.94386e-15,-999,0.00152,0.0005,0.0008443,0.0003693,-999,0.0005067,0.0002898,-999,0.0001689,0.0001648,-999,295_54_1
2303,54.4904,1.41003,7.43e+20,0.8,-999/-999,9916.4,1.51656e-13,1.89768e-14,1.50316e-13,2.72496e-14,-999,1.58233e-13,2.99896e-14,-999,5.20497e-14,2.04671e-14,-999,0.00959,0.0012,0.004413,0.0008,-999,0.004221,0.0008,-999,0.000959,0.0003771,-999,295_54_1
2304,54.4051,1.31137,7.36e+20,0.8,-999/-999,8639.5,2.24147e-14,8.36605e-15,1.60468e-14,1.04255e-14,-999,2.659e-14,1.42146e-14,-999,1.28455e-14,1.17167e-14,-999,0.00142,0.00053,0.0004733,0.0003075,-999,0.0007099,0.0003795,-999,0.0002367,0.0002159,-999,295_54_1
2305,54.673,1.21848,7.08e+20,0.8,-999/-999,9911.6,1.72359e-14,7.20774e-15,1.83057e-14,1.08749e-14,-999,2.05369e-14,1.22004e-14,-999,9.94311e-15,-2.49256e-11,6.55822e-14,0.0011,0.00046,0.0005501,0.0003268,-999,0.0005501,0.0003268,-999,0.0001833,-0.4595,0.001209,295_54_1
2306,54.6956,1.315,7.18e+20,0.8,-999/-999,9872.7,3.7078e-14,9.89793e-15,7.906e-15,6.67655e-15,-999,4.41049e-14,1.68196e-14,-999,5.12158e-14,2.16256e-14,-999,0.00236,0.00063,0.000236,0.0001993,-999,0.00118,0.00045,-999,0.000944,0.0003986,-999,295_54_1
2307,54.3883,1.19393,7e+20,0.8,-999/-999,9461,2.64248e-14,9.53796e-15,3.35624e-14,1.56128e-14,-999,1.2603e-14,1.00108e-14,-999,1.83274e-14,1.45577e-14,-999,0.00169,0.00061,0.001014,0.0004717,-999,0.0003379,0.0002684,-999,0.0003379,0.0002684,-999,295_54_1
2308,-9.98209,-0.0260319,3.83e+20,0.8,-999/-999,9619,1.90977e-14,6.69844e-15,2.02539e-14,9.43136e-15,-999,6.87547e-15,6.40489e-15,-999,2.06643e-14,1.35568e-14,-999,0.00134,0.00047,0.0007658,0.0003566,-999,0.0001914,0.0001783,-999,0.0003829,0.0002512,-999,296_349_0
2309,-9.98626,0.0549461,3.86e+20,0.8,-999/-999,9658.3,1.94018e-14,6.70502e-15,2.88396e-14,1.11594e-14,-999,9.77045e-15,7.74018e-15,-999,2.09731e-14,-2.53394e-11,9.6824e-14,0.00136,0.00047,0.001088,0.000421,-999,0.0002719,0.0002154,-999,0.0003886,-0.4695,0.001794,296_349_0
2310,-10.0431,0.0660622,3.84e+20,0.8,-999/-999,9619.8,3.36465e-14,8.5542e-15,1.04099e-14,6.56406e-15,-999,7.06305e-15,6.32298e-15,-999,9.55251e-14,2.80639e-14,-999,0.00236,0.0006,0.0003933,0.000248,-999,0.0001966,0.000176,-999,0.00177,0.00052,-999,296_349_0
2311,-10.0972,0.00131889,3.8e+20,0.8,-999/-999,9566.6,5.16839e-14,1.03937e-14,2.7946e-14,1.01466e-14,-999,5.43303e-14,1.66007e-14,-999,5.715e-14,2.07499e-14,-999,0.00363,0.00073,0.001059,0.0003845,-999,0.001513,0.0004623,-999,0.001059,0.0003845,-999,296_349_0
2312,-10.0638,0.110741,3.85e+20,0.8,-999/-999,9590.6,1.59723e-14,6.41745e-15,8.47616e-15,6.32798e-15,-999,5.7488e-15,6.18715e-15,-999,3.45462e-14,1.82904e-14,-999,0.00112,0.00045,0.00032,0.0002389,-999,0.00016,0.0001722,-999,0.0006401,0.0003389,-999,296_349_0
2313,-10.0848,-0.126727,3.74e+20,0.8,-999/-999,9287,1.71953e-14,7.1055e-15,1.05977e-14,7.60545e-15,-999,2.89432e-14,1.47946e-14,-999,3.73194e-14,-2.69535e-11,1.4386e-13,0.00121,0.0005,0.0004034,0.0002895,-999,0.0008066,0.0004123,-999,0.0006916,-0.4995,0.002666,296_349_0
2314,-21.3754,-1.14992,4.49e+20,0.8,-999/-999,3369.8,3.98725e-14,1.74624e-14,5.0734e-14,2.72636e-14,-999,3.30651e-14,2.56723e-14,-999,0,-6.4776e-11,1.63047e-13,0.00274,0.0012,0.001827,0.0009818,-999,0.0009133,0.0007091,-999,0,-1.199,0.003018,297_338_-1
2315,45.4198,1.26369,6.56e+20,0.8,-999/-999,1295,1.18362e-13,4.48108e-14,3.51469e-14,3.4665e-14,-999,1.62428e-13,8.25868e-14,-999,1.18646e-13,8.40658e-14,-999,0.00766,0.0029,0.001094,0.001079,-999,0.004378,0.002226,-999,0.002189,0.001551,-999,298_45_1
2316,45.4346,1.25917,6.56e+20,0.8,-999/-999,1697.4,2.93588e-13,5.87176e-14,2.15412e-13,7.18038e-14,-999,2.90204e-13,9.12314e-14,-999,2.42278e-13,1.00976e-13,-999,0.019,0.0038,0.006705,0.002235,-999,0.007822,0.002459,-999,0.00447,0.001863,-999,298_45_1
2317,45.348,1.30878,6.58e+20,0.8,-999/-999,1627,1.49662e-13,4.32908e-14,6.23133e-14,4.05342e-14,-999,7.18801e-14,4.67573e-14,-999,3.14919e-13,1.17621e-13,-999,0.00968,0.0028,0.001937,0.00126,-999,0.001937,0.00126,-999,0.00581,0.00217,-999,298_45_1
2318,45.294,1.22253,6.56e+20,0.8,-999/-999,1688,8.93126e-14,3.55396e-14,3.09415e-14,2.99102e-14,-999,1.07222e-13,6.09569e-14,-999,1.04445e-13,7.12201e-14,-999,0.00578,0.0023,0.0009631,0.000931,-999,0.00289,0.001643,-999,0.001927,0.001314,-999,298_45_1
2319,45.4437,1.15981,6.59e+20,0.8,-999/-999,1692.1,6.85099e-14,3.093e-14,1.42611e-13,6.4384e-14,-999,8.22075e-14,-7.41538e-11,3.61156e-13,8.00593e-14,-1.083e-10,5.27459e-13,0.00443,0.002,0.00443,0.002,-999,0.002215,-1.998,0.009731,0.001477,-1.998,0.009731,298_45_1
2321,17.7136,-1.27821,4.94e+20,0.8,-999/-999,4045,4.55868e-14,1.62283e-14,1.47743e-14,1.31477e-14,-999,5.62334e-14,2.89138e-14,-999,5.56849e-14,3.63411e-14,-999,0.00309,0.0011,0.000515,0.0004583,-999,0.001545,0.0007944,-999,0.00103,0.0006722,-999,300_17_-1
2322,17.636,-1.32153,4.98e+20,0.8,-999/-999,3521,4.17991e-14,1.7724e-14,2.03548e-14,1.76446e-14,-999,5.15272e-14,-4.36616e-11,1.70167e-13,1.14782e-13,5.76884e-14,-999,0.00283,0.0012,0.0007075,0.0006133,-999,0.001415,-1.199,0.004673,0.002123,0.001067,-999,300_17_-1
2323,17.6951,-1.31311,4.96e+20,0.8,-999/-999,3585.2,4.87146e-14,1.91906e-14,1.89611e-14,1.65393e-14,-999,2.4028e-14,2.09589e-14,-999,1.07049e-13,5.35514e-14,-999,0.0033,0.0013,0.00066,0.0005757,-999,0.00066,0.0005757,-999,0.00198,0.0009905,-999,300_17_-1
2329,40.662,1.04142,3.27e+20,0.8,-999/-999,11787.8,1.5811e-14,5.45688e-15,1.43205e-14,7.12983e-15,-999,6.71911e-15,5.82703e-15,-999,2.03013e-14,1.22239e-14,-999,0.00113,0.00039,0.0005648,0.0002812,-999,0.0001883,0.0001633,-999,0.0003765,0.0002267,-999,302_40_0
2330,40.5604,0.917694,3.15e+20,0.8,-999/-999,14262.9,1.03684e-14,4.32016e-15,3.11513e-15,3.17793e-15,-999,1.32515e-14,7.88892e-15,-999,1.33643e-14,9.54746e-15,-999,0.000744,0.00031,0.000124,0.0001265,-999,0.0003719,0.0002214,-999,0.0002479,0.0001771,-999,302_40_0
2332,40.5071,0.902522,3.13e+20,0.8,-999/-999,13977,1.7686e-14,5.5704e-15,1.15833e-14,6.13029e-15,-999,2.05693e-14,9.69685e-15,-999,1.24476e-14,9.28313e-15,-999,0.00127,0.0004,0.0004618,0.0002444,-999,0.0005774,0.0002722,-999,0.0002309,0.0001722,-999,302_40_0
2335,40.4462,0.983194,3.12e+20,0.8,-999/-999,14753.8,1.57319e-14,5.42958e-15,1.88857e-14,7.99792e-15,-999,6.70725e-15,5.55672e-15,-999,1.01509e-14,8.40965e-15,-999,0.00113,0.00039,0.0007535,0.0003191,-999,0.0001883,0.000156,-999,0.0001883,0.000156,-999,302_40_0
2337,40.5315,0.791856,3.14e+20,0.8,-999/-999,14331.5,3.07875e-14,7.80136e-15,2.52285e-14,9.49395e-15,-999,2.14801e-14,1.03642e-14,-999,3.25023e-14,1.56824e-14,-999,0.00221,0.00056,0.001005,0.0003782,-999,0.0006029,0.0002909,-999,0.0006029,0.0002909,-999,302_40_0
2338,40.5352,0.78561,3.14e+20,0.8,-999/-999,14203.7,2.06179e-14,6.54757e-15,2.78643e-14,1.03224e-14,-999,1.4383e-14,-1.67273e-11,8.71105e-14,1.99467e-14,1.26688e-14,-999,0.00148,0.00047,0.00111,0.0004112,-999,0.0004037,-0.4695,0.002445,0.00037,0.000235,-999,302_40_0
2339,40.4088,0.938247,3.11e+20,0.8,-999/-999,9718,2.49114e-14,9.18522e-15,1.68102e-14,9.91782e-15,-999,3.98532e-14,1.81637e-14,-999,2.41234e-14,-3.55409e-11,7.96745e-14,0.00179,0.00066,0.0006712,0.000396,-999,0.001119,0.00051,-999,0.0004475,-0.6593,0.001478,302_40_0
2341,40.4864,0.770712,3.13e+20,0.8,-999/-999,14157.9,1.82431e-14,6.963e-15,7.58259e-15,-1.2529e-11,3.61195e-14,7.77672e-15,7.27442e-15,-999,5.88686e-14,2.42968e-14,-999,0.00131,0.0005,0.0003023,-0.4995,0.00144,0.0002183,0.0002042,-999,0.001092,0.0004507,-999,302_40_0
2342,40.4951,0.732816,3.13e+20,0.8,-999/-999,14004.6,2.18638e-14,8.3556e-15,9.08757e-15,-1.50348e-11,6.50904e-14,1.39789e-14,1.08475e-14,-999,6.34509e-14,2.80003e-14,-999,0.00157,0.0006,0.0003623,-0.5994,0.002595,0.0003924,0.0003045,-999,0.001177,0.0005194,-999,302_40_0
