OBJID,RA,DEC,NH,ENERGY_SLOPE,ENERGY_SLOPE_ERROR,EXPOSURE_TIME,NUFNU_3000EV,NUFNU_ERROR_3000EV,NUFNU_500EV,NUFNU_ERROR_500EV,UPPER_LIMIT_500EV,NUFNU_1500EV,NUFNU_ERROR_1500EV,UPPER_LIMIT_1500EV,NUFNU_4500EV,NUFNU_ERROR_4500EV,UPPER_LIMIT_4500EV,COUNTRATES_300_10000EV,COUNTRATES_ERROR_300_10000EV,COUNTRATES_300_1000EV,COUNTRATES_ERROR_300_1000EV,UPPER_LIMIT_300_1000EV,COUNTRATES_1000_2000EV,COUNTRATES_ERROR_1000_2000EV,UPPER_LIMIT_1000_2000EV,COUNTRATES_2000_10000EV,COUNTRATES_ERROR_2000_10000EV,UPPER_LIMIT_2000_10000EV,RUNID
306,33.7043,-0.629621,2.7e+20,0.8,-999/-999,124648,4.50082e-15,1.07032e-15,2.8947e-15,1.13556e-15,-999,5.2844e-15,1.86602e-15,-999,3.21293e-15,1.78586e-15,-999,0.000328,7.8e-05,0.0001193,4.68e-05,-999,0.0001491,5.265e-05,-999,5.964e-05,3.315e-05,-999,132_33_0
740,33.6995,-0.622624,2.7e+20,0.8,-999/-999,134033,7.06683e-15,1.2487e-15,3.78761e-15,1.20592e-15,-999,7.19118e-15,2.00956e-15,-999,8.40942e-15,2.67744e-15,-999,0.000515,9.1e-05,0.0001561,4.97e-05,-999,0.0002029,5.67e-05,-999,0.0001561,4.97e-05,-999,163_33_0
736,33.6242,-0.915072,2.49e+20,0.8,-999/-999,137536,6.32061e-15,1.13063e-15,3.69015e-15,1.11659e-15,-999,4.7834e-15,1.54709e-15,-999,9.3706e-15,2.68193e-15,-999,0.000464,8.3e-05,0.0001546,4.678e-05,-999,0.0001353,4.376e-05,-999,0.000174,4.98e-05,-999,163_33_0
737,33.7859,-0.691883,2.71e+20,0.537,+0.22/-0.17,102552,1.81105e-14,2.34766e-15,7.51317e-15,1.73225e-15,-999,1.36168e-14,2.81455e-15,-999,2.16444e-14,4.47383e-15,-999,0.00108,0.00014,0.0003272,7.544e-05,-999,0.0003763,7.778e-05,-999,0.0003763,7.778e-05,-999,163_33_0
739,33.8014,-0.785681,2.69e+20,0.8,-999/-999,105162,7.11964e-15,1.3718e-15,3.53977e-15,1.28814e-15,-999,6.89623e-15,2.17058e-15,-999,9.61059e-15,3.16492e-15,-999,0.000519,0.0001,0.000146,5.313e-05,-999,0.0001946,6.125e-05,-999,0.0001784,5.875e-05,-999,163_33_0
741,33.7226,-0.632386,2.7e+20,0.8,-999/-999,134069,4.28126e-15,1.01543e-15,2.83889e-15,1.09722e-15,-999,3.45666e-15,1.45702e-15,-999,5.25414e-15,2.21468e-15,-999,0.000312,7.4e-05,0.000117,4.522e-05,-999,9.753e-05,4.111e-05,-999,9.753e-05,4.111e-05,-999,163_33_0
743,33.5102,-0.82748,2.5e+20,0.8,-999/-999,144434,3.24323e-15,8.72128e-16,9.47597e-16,6.18434e-16,-999,3.2738e-15,1.42387e-15,-999,5.69786e-15,2.32384e-15,-999,0.000238,6.4e-05,3.967e-05,2.589e-05,-999,9.259e-05,4.027e-05,-999,0.0001058,4.315e-05,-999,163_33_0
742,33.5014,-0.764308,2.51e+20,0.8,-999/-999,144751,4.81174e-15,1.03596e-15,2.53165e-15,1.04063e-15,-999,4.99311e-15,1.75926e-15,-999,5.70335e-15,2.34435e-15,-999,0.000353,7.6e-05,0.0001059,4.353e-05,-999,0.0001412,4.975e-05,-999,0.0001059,4.353e-05,-999,163_33_0
744,33.7826,-0.857338,2.67e+20,0.8,-999/-999,91861.7,4.94859e-15,1.31597e-15,1.45678e-15,-2.32145e-12,3.60684e-15,8.79348e-15,2.8779e-15,-999,6.07654e-15,2.90413e-15,-999,0.000361,9.6e-05,6.018e-05,-0.0959,0.000149,0.0002482,8.123e-05,-999,0.0001128,5.391e-05,-999,163_33_0
746,33.7675,-0.877714,2.66e+20,0.8,-999/-999,93250.8,5.23455e-15,1.3703e-15,3.69593e-15,1.48853e-15,-999,4.5096e-15,1.98911e-15,-999,5.48925e-15,2.73493e-15,-999,0.000382,0.0001,0.0001528,6.154e-05,-999,0.0001273,5.615e-05,-999,0.0001019,5.077e-05,-999,163_33_0
745,33.5704,-0.632966,2.66e+20,-0.438,+0.20/-0.15,128468,2.7636e-14,2.961e-15,1.69578e-15,6.04198e-16,-999,1.10799e-14,2.28924e-15,-999,4.93419e-14,6.56321e-15,-999,0.00112,0.00012,9.683e-05,3.45e-05,-999,0.0002904,6e-05,-999,0.000733,9.75e-05,-999,163_33_0
747,33.6069,-0.618249,2.67e+20,0.8,-999/-999,131070,6.81288e-15,1.26114e-15,2.47638e-15,1.04502e-15,-999,5.69698e-15,1.93053e-15,-999,1.26002e-14,3.50748e-15,-999,0.000497,9.2e-05,0.0001023,4.317e-05,-999,0.0001608,5.449e-05,-999,0.0002339,6.511e-05,-999,163_33_0
748,33.7124,-0.619635,2.7e+20,0.8,-999/-999,125300,2.82673e-15,9.33096e-16,1.78559e-15,9.9725e-16,-999,3.12988e-15,1.58922e-15,-999,2.37845e-15,1.6905e-15,-999,0.000206,6.8e-05,7.359e-05,4.11e-05,-999,8.831e-05,4.484e-05,-999,4.415e-05,3.138e-05,-999,163_33_0
752,33.5102,-0.844641,2.5e+20,0.8,-999/-999,144018,4.06085e-15,9.81144e-16,2.3727e-15,9.82711e-16,-999,4.51522e-15,1.66253e-15,-999,3.82209e-15,1.89947e-15,-999,0.000298,7.2e-05,9.933e-05,4.114e-05,-999,0.0001277,4.702e-05,-999,7.097e-05,3.527e-05,-999,163_33_0
751,33.5094,-0.849198,2.5e+20,0.8,-999/-999,143531,4.29251e-15,1.0084e-15,2.09011e-15,9.3231e-16,-999,2.47506e-15,1.23647e-15,-999,8.48216e-15,2.84678e-15,-999,0.000315,7.4e-05,8.75e-05,3.903e-05,-999,7e-05,3.497e-05,-999,0.0001575,5.286e-05,-999,163_33_0
6001,33.7291,-0.918631,2.63e+20,0.8,-999/-999,85943,1.01572e-14,1.77957e-15,7.95873e-15,2.14654e-15,-999,7.78732e-15,2.42296e-15,-999,1.03584e-14,3.53792e-15,-999,0.000742,0.00013,0.0003298,8.895e-05,-999,0.0002199,6.842e-05,-999,0.0001923,6.568e-05,-999,655_33_0
754,33.7003,-0.603429,2.7e+20,0.8,-999/-999,119433,5.26925e-15,1.23498e-15,2.66176e-15,1.16467e-15,-999,5.18516e-15,1.96703e-15,-999,6.89562e-15,2.78788e-15,-999,0.000384,9e-05,0.0001097,4.8e-05,-999,0.0001463,5.55e-05,-999,0.000128,5.175e-05,-999,163_33_0
755,33.513,-0.859747,2.5e+20,0.8,-999/-999,140813,5.91412e-15,1.13104e-15,4.26861e-15,1.26577e-15,-999,4.51522e-15,1.58015e-15,-999,6.87728e-15,2.40678e-15,-999,0.000434,8.3e-05,0.0001787,5.299e-05,-999,0.0001277,4.469e-05,-999,0.0001277,4.469e-05,-999,163_33_0
324,33.4861,-0.790747,2.51e+20,0.8,-999/-999,129713,3.43501e-15,9.81432e-16,3.28708e-15,1.26941e-15,-999,2.43078e-15,1.33668e-15,-999,2.46768e-15,1.64799e-15,-999,0.000252,7.2e-05,0.0001375,5.31e-05,-999,6.874e-05,3.78e-05,-999,4.582e-05,3.06e-05,-999,132_33_0
756,33.669,-0.595587,2.7e+20,0.8,-999/-999,124638,7.69804e-15,1.35848e-15,9.48722e-15,2.05904e-15,-999,5.42263e-15,1.87984e-15,-999,9.15824e-16,9.52457e-16,-999,0.000561,9.9e-05,0.000391,8.486e-05,-999,0.000153,5.304e-05,-999,1.7e-05,1.768e-05,-999,163_33_0
757,33.5101,-0.664686,2.64e+20,0.519,+0.18/-0.15,126241,2.2873e-14,2.37202e-15,8.97527e-15,1.69882e-15,-999,1.72896e-14,2.97319e-15,-999,2.75814e-14,4.74301e-15,-999,0.00135,0.00014,0.0003945,7.467e-05,-999,0.0004776,8.213e-05,-999,0.0004776,8.213e-05,-999,163_33_0
758,33.5701,-0.920121,2.49e+20,0.8,-999/-999,132457,3.89589e-15,1.00803e-15,4.55182e-15,1.44312e-15,-999,2.52816e-15,1.3081e-15,-999,1.28388e-15,1.16648e-15,-999,0.000286,7.4e-05,0.0001907,6.046e-05,-999,7.151e-05,3.7e-05,-999,2.384e-05,2.166e-05,-999,163_33_0
328,33.5515,-0.619695,2.66e+20,0.8,-999/-999,106336,4.41237e-15,1.20586e-15,2.75018e-15,1.27713e-15,-999,3.35439e-15,1.71457e-15,-999,6.12491e-15,2.84428e-15,-999,0.000322,8.8e-05,0.0001137,5.28e-05,-999,9.469e-05,4.84e-05,-999,0.0001137,5.28e-05,-999,132_33_0
2562,33.4923,-0.672836,2.63e+20,0.8,-999/-999,115089,3.27167e-15,1.06774e-15,8.23866e-16,6.84384e-16,-999,6.045e-16,7.02948e-16,-999,1.0116e-14,3.55246e-15,-999,0.000239,7.8e-05,3.414e-05,2.836e-05,-999,1.707e-05,1.985e-05,-999,0.0001878,6.595e-05,-999,320_33_0
330,33.7117,-0.584916,2.71e+20,0.8,-999/-999,69860.2,4.63973e-15,1.64724e-15,3.7323e-15,1.82122e-15,-999,4.35631e-15,2.49894e-15,-999,3.31103e-15,2.66671e-15,-999,0.000338,0.00012,0.0001537,7.5e-05,-999,0.0001229,7.05e-05,-999,6.146e-05,4.95e-05,-999,132_33_0
765,33.4642,-0.812854,2.5e+20,0.8,-999/-999,113530,5.49168e-15,1.32182e-15,3.85058e-15,1.49557e-15,-999,4.74858e-15,2.02672e-15,-999,5.78941e-15,2.75468e-15,-999,0.000403,9.7e-05,0.0001612,6.261e-05,-999,0.0001343,5.732e-05,-999,0.0001075,5.115e-05,-999,163_33_0
332,33.8107,-0.651681,2.72e+20,0.8,-999/-999,43058.3,2.12846e-14,3.98228e-15,1.6574e-14,4.63682e-15,-999,1.31878e-14,5.14039e-15,-999,2.67161e-14,9.04544e-15,-999,0.00155,0.00029,0.000682,0.0001908,-999,0.000372,0.000145,-999,0.0004959,0.0001679,-999,132_33_0
333,33.792,-0.611212,2.82e+20,0.8,-999/-999,30680.9,1.7225e-14,4.4096e-15,1.26055e-14,5.11127e-15,-999,1.82682e-14,7.40739e-15,-999,1.18864e-14,7.49499e-15,-999,0.00125,0.00032,0.0005147,0.0002087,-999,0.0005147,0.0002087,-999,0.0002206,0.0001391,-999,132_33_0
769,33.5285,-0.940491,2.48e+20,0.8,-999/-999,70880.4,4.07148e-14,4.0851e-15,4.98465e-14,6.13184e-15,-999,2.50023e-14,5.15035e-15,-999,1.03882e-14,4.15422e-15,-999,0.00299,0.0003,0.00209,0.0002571,-999,0.0007073,0.0001457,-999,0.0001929,7.714e-05,-999,163_33_0
1216,16.6701,-0.863156,4.18e+20,0.8,-999/-999,1963.2,1.06937e-13,3.31476e-14,5.0325e-14,3.19485e-14,-999,1.33787e-13,5.98057e-14,-999,1.00112e-13,6.35556e-14,-999,0.00742,0.0023,0.001854,0.001177,-999,0.003709,0.001658,-999,0.001854,0.001177,-999,204_16_0
1313,16.4489,-0.747203,3.9e+20,0.8,-999/-999,10689.4,3.35674e-14,9.71312e-15,2.49944e-14,1.1358e-14,-999,1.69006e-14,1.09687e-14,-999,5.0741e-14,2.30577e-14,-999,0.00235,0.00068,0.0009401,0.0004272,-999,0.0004701,0.0003051,-999,0.0009401,0.0004272,-999,216_16_0
337,-36.6353,-0.816016,3.71e+20,0.8,-999/-999,66246.2,7.0985e-15,1.84561e-15,7.71157e-15,2.6212e-15,-999,3.16517e-15,2.00872e-15,-999,6.34546e-15,3.45331e-15,-999,0.0005,0.00013,0.0002942,0.0001,-999,8.824e-05,5.6e-05,-999,0.0001176,6.4e-05,-999,13_323_0
338,-36.6357,-0.809965,3.71e+20,0.8,-999/-999,66313.1,1.57587e-14,2.41349e-15,6.38786e-15,2.03693e-15,-999,1.94236e-14,4.06407e-15,-999,1.7531e-14,4.80496e-15,-999,0.00111,0.00017,0.0002437,7.771e-05,-999,0.0005415,0.0001133,-999,0.0003249,8.905e-05,-999,13_323_0
339,-36.6369,-0.824945,3.72e+20,0.645,+0.26/-0.19,66067.5,2.25473e-14,3.03829e-15,1.16092e-14,2.75214e-15,-999,1.79203e-14,3.94435e-15,-999,2.57196e-14,6.09724e-15,-999,0.00141,0.00019,0.0004581,0.0001086,-999,0.0004934,0.0001086,-999,0.0004581,0.0001086,-999,13_323_0
340,-36.6396,-0.842813,3.73e+20,0.8,-999/-999,66755.5,5.73922e-15,1.70472e-15,3.53601e-15,1.80423e-15,-999,4.8329e-15,2.46596e-15,-999,7.26841e-15,3.70867e-15,-999,0.000404,0.00012,0.0001347,6.873e-05,-999,0.0001347,6.873e-05,-999,0.0001347,6.873e-05,-999,13_323_0
341,-36.6416,-0.781673,3.69e+20,0.8,-999/-999,66156.4,4.44084e-15,1.56068e-15,4.68235e-15,2.15927e-15,-999,3.20642e-15,2.10402e-15,-999,2.41291e-15,2.22568e-15,-999,0.000313,0.00011,0.0001789,8.25e-05,-999,8.941e-05,5.867e-05,-999,4.472e-05,4.125e-05,-999,13_323_0
342,-36.6409,-0.757479,3.68e+20,0.8,-999/-999,67196.6,5.51719e-15,1.56013e-15,3.63265e-15,1.65418e-15,-999,3.98741e-15,2.03781e-15,-999,7.49449e-15,3.41272e-15,-999,0.000389,0.00011,0.0001389,6.325e-05,-999,0.0001112,5.683e-05,-999,0.0001389,6.325e-05,-999,13_323_0
343,-36.568,-0.783126,3.71e+20,0.8,-999/-999,69874.6,9.4836e-15,1.84561e-15,7.85049e-15,2.34257e-15,-999,7.43585e-15,2.62281e-15,-999,8.69803e-15,3.46356e-15,-999,0.000668,0.00013,0.0002995,8.937e-05,-999,0.0002073,7.312e-05,-999,0.0001612,6.419e-05,-999,13_323_0
344,-36.5729,-0.865943,3.75e+20,0.8,-999/-999,69291.1,4.10813e-15,1.4215e-15,3.50722e-15,1.7686e-15,-999,3.19107e-15,1.95764e-15,-999,3.59819e-15,2.55078e-15,-999,0.000289,0.0001,0.0001334,6.727e-05,-999,8.892e-05,5.455e-05,-999,6.668e-05,4.727e-05,-999,13_323_0
345,-36.5648,-0.772404,3.7e+20,0.8,-999/-999,69857.6,9.42349e-15,1.84496e-15,4.05976e-15,1.70248e-15,-999,7.14451e-15,2.62252e-15,-999,1.67213e-14,4.82214e-15,-999,0.000664,0.00013,0.000155,6.5e-05,-999,0.0001992,7.312e-05,-999,0.0003099,8.937e-05,-999,13_323_0
346,-36.68,-0.885195,3.74e+20,0.8,-999/-999,67275.1,6.53706e-15,1.70532e-15,4.02734e-15,1.75149e-15,-999,4.58585e-15,2.27247e-15,-999,9.65362e-15,3.95696e-15,-999,0.00046,0.00012,0.0001533,6.667e-05,-999,0.0001278,6.333e-05,-999,0.0001789,7.333e-05,-999,13_323_0
347,-36.6466,-0.908586,3.76e+20,0.8,-999/-999,68587,9.69804e-15,1.9908e-15,6.5775e-15,2.24214e-15,-999,8.15825e-15,2.84013e-15,-999,1.10406e-14,4.27001e-15,-999,0.000682,0.00014,0.00025,8.522e-05,-999,0.0002273,7.913e-05,-999,0.0002046,7.913e-05,-999,13_323_0
348,-36.7284,-0.825757,3.7e+20,0.8,-999/-999,68248.9,4.9672e-15,1.56112e-15,7.05089e-16,8.06714e-16,-999,2.89582e-15,1.91991e-15,-999,1.30738e-14,5.14372e-15,-999,0.00035,0.00011,2.692e-05,3.08e-05,-999,8.074e-05,5.353e-05,-999,0.0002423,9.533e-05,-999,13_323_0
349,-36.5269,-0.81815,3.73e+20,0.8,-999/-999,71004.6,9.66008e-15,1.98884e-15,1.37319e-15,9.97538e-16,-999,1.03224e-14,3.10963e-15,-999,1.83518e-14,5.396e-15,-999,0.00068,0.00014,5.231e-05,3.8e-05,-999,0.0002877,8.667e-05,-999,0.0003401,0.0001,-999,13_323_0
350,-36.735,-0.833014,3.7e+20,0.8,-999/-999,68770.5,1.3525e-14,2.27072e-15,1.12337e-14,2.79469e-15,-999,1.19649e-14,3.40046e-15,-999,1.02896e-14,3.83688e-15,-999,0.000953,0.00016,0.0004289,0.0001067,-999,0.0003336,9.481e-05,-999,0.0001907,7.111e-05,-999,13_323_0
351,-36.6747,-0.911352,3.75e+20,0.8,-999/-999,67028.7,4.79046e-15,1.56365e-15,2.95248e-15,1.65002e-15,-999,3.22445e-15,2.02008e-15,-999,7.27408e-15,3.84102e-15,-999,0.000337,0.00011,0.0001123,6.276e-05,-999,8.985e-05,5.629e-05,-999,0.0001348,7.118e-05,-999,13_323_0
352,-36.7407,-0.777028,3.67e+20,0.8,-999/-999,68598.1,7.51434e-15,1.84314e-15,6.05763e-15,2.19831e-15,-999,4.75052e-15,2.33044e-15,-999,8.93495e-15,3.91983e-15,-999,0.00053,0.00013,0.0002318,8.412e-05,-999,0.0001325,6.5e-05,-999,0.0001656,7.265e-05,-999,13_323_0
353,-36.7469,-0.851611,3.71e+20,0.8,-999/-999,70733.3,6.40285e-15,1.70364e-15,5.91081e-15,2.27179e-15,-999,3.23619e-15,1.96101e-15,-999,7.30052e-15,3.59738e-15,-999,0.000451,0.00012,0.0002255,8.667e-05,-999,9.022e-05,5.467e-05,-999,0.0001353,6.667e-05,-999,13_323_0
354,-36.6929,-0.923379,3.76e+20,0.8,-999/-999,67657.4,4.52196e-15,1.5642e-15,1.39469e-15,1.17685e-15,-999,3.80455e-15,2.26371e-15,-999,8.57996e-15,4.35311e-15,-999,0.000318,0.00011,5.301e-05,4.473e-05,-999,0.000106,6.307e-05,-999,0.000159,8.067e-05,-999,13_323_0
355,-36.5102,-0.873361,3.76e+20,0.8,-999/-999,69507,4.45086e-15,1.422e-15,9.68734e-16,9.2848e-16,-999,3.96607e-15,2.11117e-15,-999,8.9415e-15,4.12647e-15,-999,0.000313,0.0001,3.682e-05,3.529e-05,-999,0.0001105,5.882e-05,-999,0.0001657,7.647e-05,-999,13_323_0
356,-36.6715,-0.943809,3.77e+20,0.891,+0.23/-0.18,68442.4,2.46559e-14,2.9007e-15,2.10667e-14,3.93743e-15,-999,2.13815e-14,4.57056e-15,-999,2.55194e-14,5.79029e-15,-999,0.00187,0.00022,0.0007849,0.0001467,-999,0.0006002,0.0001283,-999,0.0004848,0.00011,-999,13_323_0
357,-36.7694,-0.816119,3.68e+20,0.8,-999/-999,69791,1.12755e-14,2.12745e-15,9.15093e-15,2.6153e-15,-999,9.12586e-15,3.07339e-15,-999,1.03002e-14,3.85408e-15,-999,0.000795,0.00015,0.0003499,0.0001,-999,0.0002545,8.571e-05,-999,0.0001909,7.143e-05,-999,13_323_0
358,-36.5483,-0.697481,3.66e+20,0.761,+0.27/-0.20,68139.3,2.25194e-14,3.07083e-15,1.16553e-14,2.96498e-15,-999,2.30062e-14,4.80479e-15,-999,2.45363e-14,6.24174e-15,-999,0.00154,0.00021,0.0004501,0.0001145,-999,0.0006397,0.0001336,-999,0.0004501,0.0001145,-999,13_323_0
359,-36.7683,-0.874524,3.72e+20,0.8,-999/-999,69951.8,7.73955e-15,1.84613e-15,5.88646e-15,2.08387e-15,-999,3.45046e-15,1.94335e-15,-999,1.21084e-14,4.2865e-15,-999,0.000545,0.00013,0.0002244,7.944e-05,-999,9.618e-05,5.417e-05,-999,0.0002244,7.944e-05,-999,13_323_0
360,-36.4834,-0.784928,3.72e+20,0.8,-999/-999,62426.3,5.08396e-15,1.70412e-15,2.1665e-15,1.53693e-15,-999,2.96292e-15,2.10192e-15,-999,1.04033e-14,4.95128e-15,-999,0.000358,0.00012,8.259e-05,5.859e-05,-999,8.259e-05,5.859e-05,-999,0.0001928,9.176e-05,-999,13_323_0
361,-36.6591,-0.665681,3.62e+20,0.8,-999/-999,65050.3,6.59623e-15,1.84015e-15,4.04324e-15,1.93414e-15,-999,4.76924e-15,2.44016e-15,-999,9.57613e-15,4.3419e-15,-999,0.000466,0.00013,0.0001553,7.429e-05,-999,0.0001331,6.81e-05,-999,0.0001775,8.048e-05,-999,13_323_0
362,-36.5336,-0.937596,3.79e+20,0.8,-999/-999,67908.6,5.79324e-15,1.70808e-15,5.36609e-15,2.17544e-15,-999,1.21786e-15,1.21176e-15,-999,9.15246e-15,4.04737e-15,-999,0.000407,0.00012,0.0002035,8.25e-05,-999,3.392e-05,3.375e-05,-999,0.0001696,7.5e-05,-999,13_323_0
363,-36.6107,-0.972463,3.8e+20,1.141,+0.13/-0.11,66744.1,5.90621e-14,3.76992e-15,6.98767e-14,6.84368e-15,-999,7.11494e-14,7.6794e-15,-999,5.49046e-14,7.90079e-15,-999,0.00564,0.00036,0.002475,0.0002424,-999,0.002042,0.0002204,-999,0.001123,0.0001616,-999,13_323_0
364,-36.5748,-0.968524,3.8e+20,0.8,-999/-999,63633.4,5.42468e-15,1.70856e-15,3.3514e-15,1.77334e-15,-999,4.56044e-15,2.41308e-15,-999,6.85368e-15,3.62652e-15,-999,0.000381,0.00012,0.000127,6.72e-05,-999,0.000127,6.72e-05,-999,0.000127,6.72e-05,-999,13_323_0
365,-36.6339,-0.649779,3.62e+20,0.8,-999/-999,57131.9,1.05313e-14,2.40635e-15,4.30359e-15,2.11665e-15,-999,1.03662e-14,3.70861e-15,-999,1.56077e-14,5.58382e-15,-999,0.000744,0.00017,0.0001653,8.13e-05,-999,0.0002893,0.0001035,-999,0.0002893,0.0001035,-999,13_323_0
366,-36.4733,-0.879277,3.77e+20,0.8,-999/-999,51735.3,5.2771e-15,1.99136e-15,1.77675e-15,1.56664e-15,-999,4.84237e-15,3.01526e-15,-999,9.09816e-15,4.91063e-15,-999,0.000371,0.00014,6.748e-05,5.95e-05,-999,0.0001349,8.4e-05,-999,0.0001686,9.1e-05,-999,13_323_0
367,-36.7638,-0.921128,3.74e+20,0.8,-999/-999,69868.1,6.89234e-15,1.84743e-15,4.89954e-15,2.13452e-15,-999,8.03062e-15,3.20686e-15,-999,4.02603e-15,2.76226e-15,-999,0.000485,0.00013,0.0001865,8.125e-05,-999,0.0002238,8.937e-05,-999,7.461e-05,5.119e-05,-999,13_323_0
368,-36.7983,-0.856989,3.7e+20,0.8,-999/-999,64915.9,4.86786e-15,1.70304e-15,5.61556e-16,7.94141e-16,-999,9.99585e-15,3.85201e-15,-999,2.31314e-15,2.35145e-15,-999,0.000343,0.00012,2.144e-05,3.032e-05,-999,0.0002787,0.0001074,-999,4.287e-05,4.358e-05,-999,13_323_0
369,-36.5088,-0.942876,3.8e+20,0.8,-999/-999,50371,9.75303e-15,2.56284e-15,7.74781e-15,3.09807e-15,-999,8.78693e-15,3.93563e-15,-999,7.92221e-15,4.64593e-15,-999,0.000685,0.00018,0.0002936,0.0001174,-999,0.0002447,0.0001096,-999,0.0001468,8.609e-05,-999,13_323_0
370,-36.5778,-0.649312,3.62e+20,0.8,-999/-999,50732.9,1.25838e-14,2.831e-15,9.25805e-15,3.1242e-15,-999,6.37093e-15,3.15322e-15,-999,1.91846e-14,6.474e-15,-999,0.000889,0.0002,0.0003556,0.00012,-999,0.0001778,8.8e-05,-999,0.0003556,0.00012,-999,13_323_0
371,-36.4592,-0.771533,3.72e+20,0.8,-999/-999,42486.6,9.25905e-15,2.69819e-15,6.41372e-15,2.99045e-15,-999,8.77144e-15,4.08975e-15,-999,8.79532e-15,5.12611e-15,-999,0.000652,0.00019,0.0002445,0.000114,-999,0.0002445,0.000114,-999,0.000163,9.5e-05,-999,13_323_0
372,-36.5727,-0.653364,3.63e+20,0.8,-999/-999,52993.2,7.56144e-15,2.2656e-15,2.31916e-15,1.73005e-15,-999,1.11629e-14,4.58701e-15,-999,7.20246e-15,4.31608e-15,-999,0.000534,0.00016,8.901e-05,6.64e-05,-999,0.0003115,0.000128,-999,0.0001335,8e-05,-999,13_323_0
373,-36.7943,-0.882761,3.71e+20,1.839,+0.22/-0.17,65851,1.92601e-14,1.48512e-15,7.05364e-14,7.30732e-15,-999,4.90778e-14,6.39625e-15,-999,1.33869e-14,3.48906e-15,-999,0.00415,0.00032,0.00228,0.0002362,-999,0.00152,0.0001981,-999,0.0003508,9.143e-05,-999,13_323_0
374,-36.5826,-0.643806,3.62e+20,0.8,-999/-999,48652.5,2.09494e-14,3.53875e-15,1.35929e-14,3.85578e-15,-999,2.18289e-14,5.97319e-15,-999,1.878e-14,6.49558e-15,-999,0.00148,0.00025,0.0005221,0.0001481,-999,0.0006092,0.0001667,-999,0.0003481,0.0001204,-999,13_323_0
375,-36.5894,-0.639957,3.62e+20,0.8,-999/-999,48147.4,1.51458e-14,3.1141e-15,6.96436e-15,2.73888e-15,-999,2.5559e-14,6.51067e-15,-999,4.81018e-15,3.40586e-15,-999,0.00107,0.00022,0.0002675,0.0001052,-999,0.0007133,0.0001817,-999,8.916e-05,6.313e-05,-999,13_323_0
376,-36.5757,-0.641441,3.62e+20,0.8,-999/-999,46465.7,1.37162e-14,2.97255e-15,3.88182e-15,2.09946e-15,-999,1.86936e-14,5.4178e-15,-999,1.60879e-14,6.34452e-15,-999,0.000969,0.00021,0.0001491,8.064e-05,-999,0.0005217,0.0001512,-999,0.0002982,0.0001176,-999,13_323_0
377,-36.7069,-0.647478,3.61e+20,0.8,-999/-999,40544.5,7.55663e-15,2.54718e-15,8.55146e-15,3.55379e-15,-999,2.94399e-15,2.44634e-15,-999,6.65203e-15,4.68825e-15,-999,0.000534,0.00018,0.0003287,0.0001366,-999,8.217e-05,6.828e-05,-999,0.0001233,8.69e-05,-999,13_323_0
378,-36.5861,-0.633991,3.61e+20,0.8,-999/-999,41080.8,9.52362e-15,2.8302e-15,4.37589e-15,2.6016e-15,-999,1.20561e-14,5.21297e-15,-999,9.07439e-15,5.395e-15,-999,0.000673,0.0002,0.0001682,0.0001,-999,0.0003365,0.0001455,-999,0.0001682,0.0001,-999,13_323_0
379,-36.4754,-0.944844,3.81e+20,0.8,-999/-999,36895.7,9.03006e-15,2.99103e-15,1.19554e-15,1.48445e-15,-999,6.50384e-15,3.99353e-15,-999,2.19916e-14,9.0017e-15,-999,0.000634,0.00021,4.527e-05,5.621e-05,-999,0.0001811,0.0001112,-999,0.0004075,0.0001668,-999,13_323_0
380,-27.2089,-0.391599,4.75e+20,0.8,-999/-999,7811.7,1.40373e-13,1.76016e-14,1.44093e-13,2.45259e-14,-999,1.10945e-13,2.42119e-14,-999,7.7071e-14,2.55804e-14,-999,0.00957,0.0012,0.005092,0.0008667,-999,0.003055,0.0006667,-999,0.001426,0.0004733,-999,134_332_0
381,-27.2918,-0.38009,4.7e+20,0.8,-999/-999,7863,3.10495e-14,9.5199e-15,1.32831e-14,8.49827e-15,-999,3.41998e-14,1.54431e-14,-999,3.82023e-14,2.01198e-14,-999,0.00212,0.00065,0.0004711,0.0003014,-999,0.0009423,0.0004255,-999,0.0007069,0.0003723,-999,134_332_0
382,-27.2907,-0.294834,4.58e+20,0.8,-999/-999,6924,2.11584e-14,8.7552e-15,2.4321e-14,1.28747e-14,-999,2.3358e-14,-2.17235e-11,6.95122e-14,3.1344e-14,2.03052e-14,-999,0.00145,0.0006,0.0008701,0.0004606,-999,0.0006445,-0.5994,0.001918,0.0005801,0.0003758,-999,134_332_0
383,-27.1698,-0.524258,4.92e+20,0.8,-999/-999,7342.9,1.79877e-14,7.96176e-15,8.73703e-15,7.73442e-15,-999,1.97338e-14,-1.96319e-11,7.32874e-14,4.94658e-14,2.53708e-14,-999,0.00122,0.00054,0.000305,0.00027,-999,0.0005423,-0.5395,0.002014,0.000915,0.0004693,-999,134_332_0
384,-27.3193,-0.460922,4.78e+20,0.8,-999/-999,8246.3,2.98045e-14,9.5433e-15,1.64482e-14,9.86893e-15,-999,5.26756e-14,1.97951e-14,-999,8.22626e-14,-3.5094e-11,1.03558e-13,0.00203,0.00065,0.00058,0.000348,-999,0.00145,0.0005449,-999,0.001522,-0.6493,0.001916,134_332_0
